Loading TTS model...
Running TTS on zulu/test...
[3f6d1fe7-d06d-49c9-babd-34f728ee4f96/1dd052fd354de279cf808ae3097809a4] inf_time 1.912s | dur 5.611s | RTF 0.341 | dyn_rng 0.499
[f8f3aab1-dc2c-4146-a768-6de454ae925f/bfa54dc6827dde30d5e9ced3c2274d38] inf_time 2.135s | dur 7.659s | RTF 0.279 | dyn_rng 0.472
[44771c3d-f6b9-48b9-a0ce-d0f008f95106/dd6382c3ddb6b5e71f8fde356480c73c] inf_time 2.579s | dur 9.376s | RTF 0.275 | dyn_rng 0.463
[8888c232-3b02-4687-8031-5f551ed8339f/0640ba3793010f164f5911e7cfb4efd4] inf_time 1.300s | dur 4.363s | RTF 0.298 | dyn_rng 0.511
[382e4f2a-c38e-43ad-8915-0a89e68a8649/a8f4d543fb0c4dedea8ae3594afe9d86] inf_time 3.261s | dur 11.648s | RTF 0.280 | dyn_rng 0.522
[153bb5ce-47f2-47e7-aa55-5d9315f004c5/9c5d960303bef966092ab977c6fdb014] inf_time 1.982s | dur 7.147s | RTF 0.277 | dyn_rng 0.458
[14d54a4a-0633-4074-be13-da86580f9285/15cf6b67072e4baec89ffff375946a27] inf_time 2.875s | dur 10.539s | RTF 0.273 | dyn_rng 0.494
[441c8fb1-932a-48af-9d1c-01f91d780213/7f96694c3457759908679b6625f10dc6] inf_time 2.157s | dur 7.755s | RTF 0.278 | dyn_rng 0.458
[8a479d1e-f4f6-46fb-b631-d68957e57fb9/8e0a364fbcca4ae5b3db479f5ab916d8] inf_time 3.339s | dur 12.352s | RTF 0.270 | dyn_rng 0.535
[18a869a8-1a97-4918-92eb-b9384f069bcf/4ccb953bc4cf93aba4d9eb35d6fc9c0a] inf_time 1.188s | dur 4.128s | RTF 0.288 | dyn_rng 0.489
[731a848c-7302-4cab-bff0-01ede7457236/27bcbbed20144bce11d3fd429a2f238f] inf_time 1.508s | dur 5.291s | RTF 0.285 | dyn_rng 0.389
[4682885a-9700-445a-9f80-6684e55be376/a70e70f0517cba465c5b25cc842e7493] inf_time 1.488s | dur 5.333s | RTF 0.279 | dyn_rng 0.394
[3aadfe28-7caa-4d11-bbcc-6a0de7bd96c9/8097f46c7a3980995361a864c2b61cdc] inf_time 3.501s | dur 13.045s | RTF 0.268 | dyn_rng 0.448
[0c71fbfb-d66f-47e4-8f6d-79c1f085c0dc/8e413f4d8e077edc021c131b657662ac] inf_time 1.458s | dur 5.152s | RTF 0.283 | dyn_rng 0.421
[c905c1df-2fc1-424e-a107-cdacfb1841b8/53c6be13b147a5232128f670dbf0c9fc] inf_time 1.764s | dur 6.315s | RTF 0.279 | dyn_rng 0.478
[5b7a8472-6c30-4a09-8f52-46619cb1f2f2/d1d42b85cbee788d78b557a8a5c49761] inf_time 1.120s | dur 3.893s | RTF 0.288 | dyn_rng 0.301
[c7a7cb5c-b770-42a3-b188-c666645e0986/015921c5792b3e06766a16cb29141510] inf_time 2.464s | dur 8.864s | RTF 0.278 | dyn_rng 0.464
[ad4e9164-1eb7-49d3-b66b-5ddda6056b3a/dcd16f6a7344f9ac6f74554239f656ec] inf_time 2.213s | dur 7.936s | RTF 0.279 | dyn_rng 0.453
[9832998d-0f94-4380-a7c1-b9ea2da176ef/e145ef6f1dfa52fdcc28992a7cd0a578] inf_time 1.224s | dur 4.363s | RTF 0.281 | dyn_rng 0.490
[6932ef0e-72d2-4dff-ad69-b352acc2f6ee/7fceba3e060fc150037e6a5c92ad7431] inf_time 1.482s | dur 5.237s | RTF 0.283 | dyn_rng 0.495
[6ef6df36-44a0-4f1c-8ec1-9ad9ef08a9c8/c8a9fe423c8d19ea8e74aa549be10090] inf_time 1.861s | dur 6.677s | RTF 0.279 | dyn_rng 0.510
[f9088dd5-33c8-4966-a0af-e1872072ea7e/2860277c340f1d10b9b98ab3c3e69805] inf_time 3.318s | dur 12.160s | RTF 0.273 | dyn_rng 0.452
[661046f8-45fb-4ffd-9668-1662b2390f2f/670411d1897bcef118e93a4c97141aba] inf_time 1.811s | dur 6.496s | RTF 0.279 | dyn_rng 0.393
[b12b15a1-38e0-48e2-8ad6-28a7d4216c83/9a46660765e79f260f36c87b7d7cc568] inf_time 1.182s | dur 4.085s | RTF 0.289 | dyn_rng 0.500
[d69b3017-366b-4f27-98b2-ae4e611dcb73/5a8bad0dbbba637522bfd9ef44a0379c] inf_time 1.524s | dur 5.387s | RTF 0.283 | dyn_rng 0.461
[fc02b6b2-66dc-436c-af66-f7999744e32c/57b694ecb02a974c1ff2342c1fe240a6] inf_time 2.038s | dur 7.328s | RTF 0.278 | dyn_rng 0.415
[20dc12cd-174f-4bda-9c16-5c4898a171bf/c67f6790ab4d8a9e508a61ecf9515f6e] inf_time 1.142s | dur 3.947s | RTF 0.289 | dyn_rng 0.376
[18b939b0-93f0-4bd1-aa2a-f4f7c25afdf0/a1f3f984bb627d7ddd66f83df18343f0] inf_time 1.965s | dur 7.147s | RTF 0.275 | dyn_rng 0.455
[2e3b254b-5856-47d2-abfe-92d2b9682e47/817c1538fbc0871278857ff41d37bc15] inf_time 3.673s | dur 13.600s | RTF 0.270 | dyn_rng 0.517
[0ddc48c8-dd32-4e73-ae99-d99e77c273ea/42758ce96b64385a860e8745270db2b4] inf_time 2.272s | dur 8.256s | RTF 0.275 | dyn_rng 0.387
[62c9e242-f0df-4a91-970f-be0165073f11/890962530d9cbc277bea79fc14e7413d] inf_time 2.217s | dur 8.032s | RTF 0.276 | dyn_rng 0.508
[8e6f67db-d185-4258-8d69-4a3d65bf0baa/8bdad168220501c0de995df521cb8732] inf_time 2.551s | dur 9.333s | RTF 0.273 | dyn_rng 0.419
[e534bc7c-0f7e-4eb5-8215-69a8e9ed2b83/33337897d42484e3176cf34ff5c79334] inf_time 1.749s | dur 6.315s | RTF 0.277 | dyn_rng 0.425
[510e0eba-fce1-42f6-a462-05a0b3abfa9e/87a2d371cf1313af3015d88405d5deb6] inf_time 4.053s | dur 15.136s | RTF 0.268 | dyn_rng 0.545
[d3c64ff4-93e9-4aac-a43e-9f8226468414/5ab8970fcefea4920ff4f5b51ad8fe21] inf_time 3.558s | dur 13.141s | RTF 0.271 | dyn_rng 0.485
[32a01b59-eee0-4ffd-9ac2-167ea8b4f0fc/18288f4234478a048c9f6e249caa2240] inf_time 1.955s | dur 6.965s | RTF 0.281 | dyn_rng 0.338
[7ef440d6-7deb-48a3-a4f9-021bddbca8ca/d30a21eba75ac3cb62ec83efeb2d797b] inf_time 4.137s | dur 15.275s | RTF 0.271 | dyn_rng 0.469
[25fd4ffd-1c7b-4e11-9adc-1f221cef2f67/5b6730aa157163c5c4860ff994558231] inf_time 3.120s | dur 11.371s | RTF 0.274 | dyn_rng 0.568
[a428cff4-88e3-40b6-a9a5-6307b27b548b/3becdecec1c78da05b858e6b4139b073] inf_time 3.325s | dur 12.299s | RTF 0.270 | dyn_rng 0.452
[41a32bff-3efb-4f40-99bb-3df348a67878/f5f5a62782b3a82d1abc5a5529942a00] inf_time 1.336s | dur 4.683s | RTF 0.285 | dyn_rng 0.502
[9dded3f9-8ec1-48b8-bf94-3369f5a36a34/b1941c49f173f78189e9b7c2b141479e] inf_time 1.638s | dur 5.803s | RTF 0.282 | dyn_rng 0.343
[25ec0229-ed91-42d9-a525-dfce73682be8/aa44ad0d3bbeb06ed37cc3525c3c3515] inf_time 1.328s | dur 4.640s | RTF 0.286 | dyn_rng 0.358
[da40c793-9864-4c48-ab92-804b4f4d3043/d6de908863e87726e42367d64be8b137] inf_time 1.597s | dur 5.664s | RTF 0.282 | dyn_rng 0.446
[74a193ce-da7c-4476-8276-9171eddfc468/1e22da8d0c5fec3b9977c8824c704130] inf_time 2.437s | dur 8.907s | RTF 0.274 | dyn_rng 0.553
[10eb2fe5-99ac-4001-a77f-91b594556282/207411187dc6a2c72a07ef4746614a5f] inf_time 1.438s | dur 5.152s | RTF 0.279 | dyn_rng 0.417
[4546515f-45bc-4358-9054-78266ae70f1e/4d0f271af884f359401bb1bcf5b3f2f1] inf_time 1.796s | dur 6.357s | RTF 0.283 | dyn_rng 0.556
[01187768-59bf-4803-acec-821e4343aee8/a13798277b181080a01cc5bd48e9b0ab] inf_time 2.941s | dur 10.816s | RTF 0.272 | dyn_rng 0.654
[3628dba4-ae29-408b-9f2b-b3431f120caa/7d91a12cb7005e98c32350a3661782dc] inf_time 1.577s | dur 5.568s | RTF 0.283 | dyn_rng 0.383
[6c71ae4f-2811-4191-b4c7-172b68c291cc/211a3f4bad1ea5a48fc450ccd5d0b774] inf_time 2.908s | dur 10.635s | RTF 0.273 | dyn_rng 0.522
[2b571120-30cc-4c52-921d-b16ad0a2d142/49adec52cfafba0612fb96a69eec9cfe] inf_time 2.631s | dur 9.696s | RTF 0.271 | dyn_rng 0.473
[52d67c35-3f13-47d2-b908-4d2e9d30000a/4dd8cf51d277816e108a66fe6f16de15] inf_time 2.758s | dur 10.069s | RTF 0.274 | dyn_rng 0.594
[d489c8f8-172a-43d7-81fe-3a0c700d783d/8fc8945bbd6baeb7433d37e26901de32] inf_time 2.011s | dur 7.189s | RTF 0.280 | dyn_rng 0.360
[5c3f1733-d153-4cc3-a6ca-73a8173cbf21/239507c665c9b79900a7066d7467b751] inf_time 1.064s | dur 3.616s | RTF 0.294 | dyn_rng 0.393
[cccf1466-f11e-46b7-afb0-6438a7c7afda/cf509c527187795c20d15550ff3fe1ae] inf_time 2.925s | dur 10.677s | RTF 0.274 | dyn_rng 0.494
[69ed826d-b3ba-44d1-a022-f40d79171fc8/a5e1cde9a15b332abd38f19af74129c4] inf_time 1.515s | dur 5.387s | RTF 0.281 | dyn_rng 0.380
[2f6b8eca-0fef-421e-8d43-4b5f02bcceb4/e1d370800517b8ec829ac42c44e7f5b1] inf_time 1.317s | dur 4.597s | RTF 0.287 | dyn_rng 0.459
[a5647b92-96b2-4f00-a221-1342d57c32a8/e5cf5bc670277ec26f4003bce61b8ea5] inf_time 2.370s | dur 8.587s | RTF 0.276 | dyn_rng 0.464
[1d0166f9-8dd8-4807-a485-d42e3d5953d8/c09b78bd9cc4bc204aa43418c3a62bdb] inf_time 2.032s | dur 7.285s | RTF 0.279 | dyn_rng 0.543
[558c20e8-daf8-44db-a73b-d2d4ca5e4d7d/8151db3ef5b6b7abe991d6ac266ba5a2] inf_time 0.873s | dur 2.923s | RTF 0.299 | dyn_rng 0.423
[be30763f-683f-49c2-8885-71f64a3b9ebf/d227681f3af3dd55e37e5b88738491da] inf_time 2.262s | dur 8.256s | RTF 0.274 | dyn_rng 0.399
[53417bcf-21ec-4821-9a1b-ef418102eb65/9afd2a9c3ddfa8faf239232d81b81d06] inf_time 2.500s | dur 9.045s | RTF 0.276 | dyn_rng 0.466
[60a640b7-e090-4f36-8da2-0588e1baf6bc/3846ab787a193f6d0af5ea2dbdb4c8f8] inf_time 2.081s | dur 7.467s | RTF 0.279 | dyn_rng 0.432
[97a88f3d-f085-4489-95d3-77355ad7a412/a052461edb0a8a699c7c0bec403d83bf] inf_time 3.149s | dur 11.509s | RTF 0.274 | dyn_rng 0.435
[6f6212f9-edc9-4bdd-8415-d2b3fe4109ee/8fe4d60ce4a48a3d91910ba77a90fc68] inf_time 1.287s | dur 4.448s | RTF 0.289 | dyn_rng 0.406
[ea7114f5-731f-4e7d-891c-78a9ce661cde/fc8bad3aa32339ce885d40ceb4700a72] inf_time 1.433s | dur 5.013s | RTF 0.286 | dyn_rng 0.352
[e9fdffe8-7de7-4ee2-8203-e88a537e0171/250aa8ed0d229a0ebd8bcf77d0bd42d8] inf_time 1.910s | dur 6.965s | RTF 0.274 | dyn_rng 0.466
[ba3cbfb0-6874-4fbc-8a09-4cd25b825cb1/c53dc7ac49720a632a19303e25370077] inf_time 2.850s | dur 10.347s | RTF 0.275 | dyn_rng 0.524
[60546ac9-4335-4cd3-971f-8ca14bf68a60/6a5027d0bfc5e99ca21e7ca579162d15] inf_time 1.048s | dur 3.573s | RTF 0.293 | dyn_rng 0.444
[0bbc2106-aea3-4c8e-a86f-c4e26c15cdcf/8effa4140ad1512d2fc2e056260667ac] inf_time 3.071s | dur 11.232s | RTF 0.273 | dyn_rng 0.591
[bd42279c-5fad-4d5d-b4a7-3abb512b31ea/7eeb63c346189d6b4a2fff2a8b280d93] inf_time 3.073s | dur 11.189s | RTF 0.275 | dyn_rng 0.535
[71c921d0-daf9-4a52-b30c-e2c18a298b59/dde32cf52d070f2bd3e67accb83613c4] inf_time 3.294s | dur 12.160s | RTF 0.271 | dyn_rng 0.499
[689c77d7-61c1-4ee5-b7da-c7365d617316/ae81faaa00c3d7d29fd7f6030707ed1b] inf_time 1.049s | dur 3.573s | RTF 0.294 | dyn_rng 0.379
[87b6fd28-4372-4c9b-91de-2739227eacb7/72684dc36d9ae96ff504962a7e087478] inf_time 1.980s | dur 7.189s | RTF 0.275 | dyn_rng 0.519
[8e240320-dc72-4344-a60c-ffc9f8b5cbbd/154e8e60c512ecd27128a592eac6ebf9] inf_time 1.091s | dur 3.755s | RTF 0.291 | dyn_rng 0.475
[01fdb9fd-45af-44b5-af3c-72d6ab5fadb9/acb085cd32bea752da8fe4c577f3d810] inf_time 1.218s | dur 4.224s | RTF 0.288 | dyn_rng 0.433
[fe4f941a-b71d-422a-97f2-68191f0ca970/5b9b5b2b61a38a30ae49bd7fc4f2c602] inf_time 2.412s | dur 8.725s | RTF 0.276 | dyn_rng 0.402
[2ba6e675-e7e3-43c1-8a7d-13b01fb99375/2d6cb84f9cc2e07e0163cab10291ca5f] inf_time 3.049s | dur 11.232s | RTF 0.271 | dyn_rng 0.686
[e19c0505-74c3-48ad-a786-c0ce9540d06a/48fbd645a26776a887c22eff142a18ae] inf_time 1.761s | dur 6.261s | RTF 0.281 | dyn_rng 0.336
[71a60399-df16-46d8-83fa-f7c3ec0c4ab1/230b9dc70d5545bcc5a2ed3b7bb6019b] inf_time 2.118s | dur 7.616s | RTF 0.278 | dyn_rng 0.589
[ced55ae5-9691-4bc1-a4e1-c995e43ccc17/e85b940a807df3864f9beb504b60716e] inf_time 3.063s | dur 11.232s | RTF 0.273 | dyn_rng 0.443
[5af8909f-8fe9-4b1a-ab64-3857f5b6e378/72a65cc8b4bb2e860405d6b41018e2c5] inf_time 2.952s | dur 10.773s | RTF 0.274 | dyn_rng 0.475
[866c3f4b-7005-4e64-9eab-644ca8e71877/809a71c45d47444e4167289db2cd9838] inf_time 2.253s | dur 8.256s | RTF 0.273 | dyn_rng 0.509
[ae675125-8e51-4b95-bdd1-7552c59f4563/bb0cc55a673f5bc60019b641b2024d1f] inf_time 1.314s | dur 4.640s | RTF 0.283 | dyn_rng 0.428
[bcd20888-04aa-41ac-b074-a1151c8776b8/22eab56e782ab270e477eb1b5d21faa7] inf_time 1.298s | dur 4.544s | RTF 0.286 | dyn_rng 0.421
[9c8b98af-96e5-439e-ae27-6099559bfc52/42b8cb4a7933370f63f54477a14700be] inf_time 1.023s | dur 3.616s | RTF 0.283 | dyn_rng 0.335
[17f6260c-93ed-48cf-880a-7b8a92fe69ea/f1c89202fd86b5ffd6e9fa078a328ac6] inf_time 1.649s | dur 5.941s | RTF 0.278 | dyn_rng 0.422
[8424507c-9149-4a97-bc12-5548d4312f07/d1a153079e60046427f7c60df30d4881] inf_time 1.754s | dur 6.357s | RTF 0.276 | dyn_rng 0.460
[6e9e9f45-f041-4274-a3a4-c6da8f818841/554f3a6975515b9a651129fb73c935c0] inf_time 2.770s | dur 10.123s | RTF 0.274 | dyn_rng 0.522
[eba77cc4-0651-4b3b-a88c-8e28acc76bd9/8137bd2b624c4e5a3ad7079e4065225b] inf_time 3.759s | dur 13.835s | RTF 0.272 | dyn_rng 0.536
[f2743bf1-ee3f-41de-bc6b-094ff233b221/cb0c1834609e6139ff20ed737bb902e2] inf_time 1.969s | dur 7.051s | RTF 0.279 | dyn_rng 0.455
[e20b117e-f82d-489b-85e1-e7f520217782/0ee270da3279cd41f1bb91f57fd28154] inf_time 2.439s | dur 8.907s | RTF 0.274 | dyn_rng 0.390
[5cc9e338-d4f4-4e05-b899-50b13513e2b3/6f29d9fd3d0d08e3d560ffc1a049ad1c] inf_time 1.977s | dur 7.189s | RTF 0.275 | dyn_rng 0.554
[827d6d13-ceda-4f36-811c-24adcd6ecc11/b4bff65cde60dea52a2d449f94a276d1] inf_time 2.442s | dur 8.864s | RTF 0.275 | dyn_rng 0.535
[6cc12689-c9dd-4e30-8bd7-1f7d02fa9505/716f9647d1be9a232eec1a806ab094b4] inf_time 2.831s | dur 10.400s | RTF 0.272 | dyn_rng 0.538
[619c5b9b-6fa7-43ac-8f4f-9e5fd1dc4999/88c6f22e9ba6d31962cff76ead6c18de] inf_time 1.626s | dur 5.941s | RTF 0.274 | dyn_rng 0.456
[cedf3c2a-7f6e-4f5f-9dc6-1f96f1f36801/71b85099ae1cce7197e75532497728e6] inf_time 2.018s | dur 7.243s | RTF 0.279 | dyn_rng 0.540
[9ae5d2bf-f3ee-4223-a077-bb4a5ea9a78d/6fa05f0481c66abe05b89d77cf2917aa] inf_time 0.936s | dur 3.157s | RTF 0.296 | dyn_rng 0.379
[01504ad2-774c-4339-a711-8737a4e1bde9/eb2e7d743fbec70be9458d7a5dacb7f0] inf_time 3.289s | dur 12.064s | RTF 0.273 | dyn_rng 0.590
[4ae7ae51-e50f-4a58-9121-548b8785db12/ea5934a94b7c7ac6f4b417c88459dba2] inf_time 1.469s | dur 5.237s | RTF 0.280 | dyn_rng 0.402
[35cb492f-38ab-40e6-91dc-5160d4f601c1/f37a45ebdd4e0f4d64389e53e9d97f07] inf_time 0.958s | dur 3.243s | RTF 0.295 | dyn_rng 0.457
[4dc5a6d2-bed9-49de-a467-e34303d903f7/19167ede5f2986c381d434cd3806592c] inf_time 1.980s | dur 7.104s | RTF 0.279 | dyn_rng 0.412
[723dcdf6-6b48-4a73-9775-bfa2cdb85c47/fd487c6ee9df430326bc55cdd63a7132] inf_time 1.850s | dur 6.635s | RTF 0.279 | dyn_rng 0.424
[8f846b29-2087-411e-afbc-96805abbaf98/2c49bdf9009bbf27a297eaff4526407e] inf_time 1.550s | dur 5.568s | RTF 0.278 | dyn_rng 0.414
[a93100f9-87b0-49bf-a027-ba8cc6597dc4/4d649252150066a3ed82015ba1cfeb65] inf_time 2.011s | dur 7.285s | RTF 0.276 | dyn_rng 0.417
[b80289d4-0c19-4b9c-8663-b0a2440a7d41/4398a32942f8ac5b635d017247bb19da] inf_time 1.278s | dur 4.544s | RTF 0.281 | dyn_rng 0.450
[716e7595-783b-4201-9ab6-2d719dc7ef8f/a7abd0164ab2c236111f9e757c330d81] inf_time 1.615s | dur 5.707s | RTF 0.283 | dyn_rng 0.385
[a5dafe9a-0b6e-4dd5-b5cc-5e3f031f01dd/165d8f3be5257761753617ea0bbc629e] inf_time 1.304s | dur 4.683s | RTF 0.278 | dyn_rng 0.358
[131fe82b-e239-43a9-9252-bfad96c4b655/a46c60048f08a37486e98cd7c42f425c] inf_time 1.315s | dur 4.683s | RTF 0.281 | dyn_rng 0.365
[168b51fc-7252-41f8-b544-9987ef0d2b81/081319f429b69b5d892a7cda2839cbc0] inf_time 2.681s | dur 9.792s | RTF 0.274 | dyn_rng 0.491
[211ff33b-7cc7-4ad6-adc1-8c8db3cd5bd0/fd748a33759b8ff58266091e8f09d61f] inf_time 3.723s | dur 13.696s | RTF 0.272 | dyn_rng 0.540
[28245e53-50dc-4fc1-8d93-3097cf696d85/6de0efd8cdf35c6a868b0b55914d5aa6] inf_time 0.854s | dur 2.827s | RTF 0.302 | dyn_rng 0.476
[f557a3fc-2eb5-4855-b0e2-58471dfa5d62/c7993ec7474fee85835c7a9103a579e6] inf_time 3.507s | dur 12.853s | RTF 0.273 | dyn_rng 0.586
[22d6503e-c495-4ae9-8e2d-aaf48ce54ed9/6fcaad8ac5dacbc34b95da8ac9387451] inf_time 2.465s | dur 8.960s | RTF 0.275 | dyn_rng 0.424
[72a56ee0-550b-4c8c-9a06-14086fa15423/467cf15836a952a60879897fa3d2c7ef] inf_time 2.621s | dur 9.557s | RTF 0.274 | dyn_rng 0.515
[41deec03-c65d-4ef2-bf67-6c5041925cc7/d5d9845197522ebe9c1c21d07e757dc6] inf_time 1.428s | dur 5.056s | RTF 0.282 | dyn_rng 0.460
[e0d697b7-e5ce-45da-a5c9-42842a28382f/76c3897f1b5a56c9a548ded09782f2f0] inf_time 2.424s | dur 8.960s | RTF 0.271 | dyn_rng 0.442
[62a020ac-ed9a-4772-ac04-d0ad0600b951/15baae432fc2ebf47fd45be50d90c675] inf_time 1.204s | dur 4.363s | RTF 0.276 | dyn_rng 0.431
[c9f1950b-68be-425d-a649-a81c1efb3fb8/58a693cbb8450ca32461d665a66861de] inf_time 2.822s | dur 10.539s | RTF 0.268 | dyn_rng 0.519
[c18b8994-2f20-4e66-9a61-7755fc1d84a4/be326fb2a3d43fb283f273982fa3085c] inf_time 2.886s | dur 10.635s | RTF 0.271 | dyn_rng 0.440
[83489ede-887a-4231-85b2-bf5b8818ab22/be296c0913a26f90bf20bb614c21b485] inf_time 1.346s | dur 4.779s | RTF 0.282 | dyn_rng 0.464
[123999bb-6b1f-455c-ae35-d9ed320d76b6/869991ee6432cb88aac86c4e965d7fa5] inf_time 1.457s | dur 5.195s | RTF 0.281 | dyn_rng 0.440
[efc5c295-70a2-451f-a83b-45bfd89d082f/63bfdd9d54495034fff590b4071d7b1f] inf_time 1.172s | dur 4.224s | RTF 0.277 | dyn_rng 0.503
[f3449ecf-7d78-42de-b075-6971a6924ac4/b56aa49aa38b9301956a6328ec00aa05] inf_time 2.596s | dur 9.611s | RTF 0.270 | dyn_rng 0.466
[b3170e26-db78-43c7-ad15-ebe025572f52/5813dc9ba54fd3ed1c25c6fbf39e238b] inf_time 1.535s | dur 5.525s | RTF 0.278 | dyn_rng 0.392
[d9453d8c-03ec-49b7-8302-c359a7246f59/214f8be65b7f261c5eaffef0a8dbdb42] inf_time 3.008s | dur 11.232s | RTF 0.268 | dyn_rng 0.511
[ecbffb3c-6864-453c-9458-97a2e2390925/0c55d44241d6b4a9a6f32078c68e3d21] inf_time 1.367s | dur 4.875s | RTF 0.280 | dyn_rng 0.429
[ec1f1ca3-f3a1-4f54-8cc5-e4d7a4017e15/7190940aa816fbc8b75726c7bb65389e] inf_time 0.805s | dur 2.688s | RTF 0.299 | dyn_rng 0.340
[f262dd25-dddb-4e3c-901a-33d2df0c8372/fb64a7ba10f7f61bedba5e3aeecb8c5e] inf_time 1.264s | dur 4.544s | RTF 0.278 | dyn_rng 0.390
[963fa18d-748d-4364-ad74-c8e293331d74/6fa986921d8cc6a05f74bd6f372ea6ac] inf_time 1.561s | dur 5.664s | RTF 0.276 | dyn_rng 0.495
[ab2e1d50-def3-470e-b325-06aa76c628c9/c8dde38e7a0d24a09e49d1c5dcc90e0a] inf_time 1.549s | dur 5.664s | RTF 0.274 | dyn_rng 0.416
[1fcca782-6ded-41c1-8ad9-c9d89cca8c70/00dddfea171f988faf1d876349b6fefc] inf_time 2.990s | dur 11.051s | RTF 0.271 | dyn_rng 0.458
[6dcec33e-d586-4b09-b2e5-b8132433f152/ab4c8b9418d3ed6037125ef0c2c59206] inf_time 3.405s | dur 12.768s | RTF 0.267 | dyn_rng 0.476
[09cbce27-170a-41a0-a037-141e27630047/ccbc7a2cad9a7e59896495e75f66c804] inf_time 1.809s | dur 6.453s | RTF 0.280 | dyn_rng 0.412
[deea08d0-1581-4e56-9f49-5c71f5aa9ce8/a5467c791af2bd4dcca2b3d314d40aad] inf_time 3.560s | dur 12.949s | RTF 0.275 | dyn_rng 0.544
[d7802751-5851-4493-a7e2-2b612bb7c5a2/11febafbf57b3fe5361890713c22b67c] inf_time 2.566s | dur 9.419s | RTF 0.272 | dyn_rng 0.476
[ce86ab16-11fc-4ec6-aa23-0b39ddbd4d01/f53caee569f9bc956f0a90872696ac34] inf_time 1.593s | dur 5.803s | RTF 0.274 | dyn_rng 0.388
[c4dd502d-4b49-42a2-b9ad-3d074cc1289c/eaf908a2d66415dbed134a639b57b7c5] inf_time 4.618s | dur 17.269s | RTF 0.267 | dyn_rng 0.498
[513d88cc-fd45-48ed-908b-1d3877ce3b2e/8140cbc3da5e6b5b5ffb30c0c24b241e] inf_time 1.516s | dur 5.525s | RTF 0.274 | dyn_rng 0.379
[5d051c27-d2a6-4f2a-8720-f12a0dbc7c03/6745ef9ed4ff553c2f9d2e0f2c9d6a4b] inf_time 1.570s | dur 5.707s | RTF 0.275 | dyn_rng 0.481
[8cbd99b9-a0d4-45fb-8465-7e973bd80ef7/c94a2cabc0bc1e11ac36d9689534deb5] inf_time 1.595s | dur 5.749s | RTF 0.277 | dyn_rng 0.389
[b46faac9-8b5a-4c97-8a94-06d2f3a42e8f/ba56b37aa5d67d7689afb3b009afae7d] inf_time 2.719s | dur 10.069s | RTF 0.270 | dyn_rng 0.513
[94b26d40-1c43-4799-b959-8a59c34fd9cd/2f6bfcf2638d637aa7119fa77964ba08] inf_time 1.546s | dur 5.611s | RTF 0.276 | dyn_rng 0.395
